time_s,height_cm,setpoint_cm,duty,error_cm
0.005522727966308594,46.73179388046265,20.0,0,-26.731793880462646
0.061280012130737305,46.69908285140991,20.0,255,-26.699082851409912
0.11696982383728027,46.32699489593506,20.0,255,-26.32699489593506
0.17264461517333984,47.09979295730591,20.0,255,-27.099792957305908
0.22834300994873047,46.69499397277832,20.0,255,-26.69499397277832
0.28399062156677246,46.29019498825073,20.0,255,-26.290194988250732
0.339646577835083,46.67863845825195,20.0,255,-26.678638458251953
0.3952674865722656,46.69499397277832,20.0,255,-26.69499397277832
0.45100951194763184,46.253395080566406,20.0,255,-26.253395080566406
0.5067200660705566,47.05890417098999,20.0,255,-27.05890417098999
0.562446117401123,46.703171730041504,20.0,255,-26.703171730041504
0.6181533336639404,47.067081928253174,20.0,255,-27.067081928253174
0.6739003658294678,46.298372745513916,20.0,255,-26.298372745513916
0.7295925617218018,46.69908285140991,20.0,255,-26.699082851409912
0.7852270603179932,46.68681621551514,20.0,255,-26.686816215515137
0.841010332107544,47.14477062225342,20.0,255,-27.144770622253418
0.8967010974884033,46.69908285140991,20.0,255,-26.699082851409912
0.9524266719818115,47.08752632141113,20.0,255,-27.087526321411133
1.0081360340118408,47.46779203414917,20.0,255,-27.46779203414917
1.0638198852539062,47.1038818359375,20.0,255,-27.1038818359375
1.1194689273834229,46.69499397277832,20.0,255,-26.69499397277832
1.1752140522003174,47.47188091278076,20.0,255,-27.47188091278076
1.2309410572052002,47.112059593200684,20.0,255,-27.112059593200684
1.2867183685302734,47.50868082046509,20.0,255,-27.508680820465088
1.3423452377319336,46.065306663513184,20.0,255,-26.065306663513184
1.3981077671051025,48.49001169204712,20.0,255,-28.49001169204712
1.4537889957427979,46.47419452667236,20.0,255,-26.474194526672363
1.5095014572143555,46.69090509414673,20.0,255,-26.69090509414673
1.5652191638946533,47.31241464614868,20.0,255,-27.31241464614868
1.6209092140197754,46.49055004119873,20.0,255,-26.49055004119873
1.6766777038574219,46.703171730041504,20.0,255,-26.703171730041504
1.732428789138794,47.06299304962158,20.0,255,-27.062993049621582
1.7880713939666748,46.12663984298706,20.0,255,-26.12663984298706
1.8438122272491455,48.068857192993164,20.0,255,-28.068857192993164
1.8994288444519043,46.08166217803955,20.0,255,-26.08166217803955
1.9551372528076172,46.703171730041504,20.0,255,-26.703171730041504
2.0107831954956055,46.27792835235596,20.0,255,-26.277928352355957
2.0663506984710693,45.247530937194824,20.0,255,-25.247530937194824
2.1219217777252197,45.10033130645752,20.0,255,-25.10033130645752
2.1775808334350586,46.1061954498291,20.0,255,-26.1061954498291
2.23317813873291,45.08397579193115,20.0,255,-25.083975791931152
2.2888481616973877,46.87490463256836,20.0,255,-26.87490463256836
2.3443737030029297,45.07170915603638,20.0,255,-25.071709156036377
2.4000067710876465,45.89357376098633,20.0,255,-25.893573760986328
2.4555492401123047,44.319355487823486,20.0,255,-24.319355487823486
2.5111517906188965,44.908154010772705,20.0,255,-24.908154010772705
2.566892147064209,47.90530204772949,20.0,255,-27.905302047729492
2.622520923614502,44.92042064666748,20.0,255,-24.92042064666748
2.6782445907592773,46.09801769256592,20.0,255,-26.098017692565918
2.7338619232177734,44.69962120056152,20.0,255,-24.699621200561523
2.7893803119659424,44.683265686035156,20.0,255,-24.683265686035156
2.8449389934539795,45.48877477645874,20.0,255,-25.48877477645874
2.9005038738250732,45.30068635940552,20.0,255,-25.300686359405518
2.956026792526245,44.06993389129639,20.0,255,-24.069933891296387
3.011554002761841,44.5115327835083,20.0,255,-24.5115327835083
3.0671191215515137,45.30477523803711,20.0,255,-25.30477523803711
3.1227545738220215,44.66691017150879,20.0,255,-24.66691017150879
3.178415536880493,44.28664445877075,20.0,255,-24.286644458770752
3.233996629714966,44.59739923477173,20.0,255,-24.59739923477173
3.2894253730773926,43.02726984024048,20.0,255,-23.02726984024048
3.3449318408966064,44.654643535614014,20.0,255,-24.654643535614014
3.4004390239715576,43.656957149505615,20.0,255,-23.656957149505615
3.4559805393218994,44.07402276992798,20.0,255,-24.07402276992798
3.511526346206665,44.85090970993042,20.0,255,-24.85090970993042
3.5670487880706787,43.28895807266235,20.0,255,-23.288958072662354
3.6225104331970215,43.6651349067688,20.0,255,-23.6651349067688
3.678004026412964,43.48931312561035,20.0,255,-23.48931312561035
3.7336153984069824,45.496952533721924,20.0,255,-25.496952533721924
3.789154529571533,44.66691017150879,20.0,255,-24.66691017150879
3.8445937633514404,43.088603019714355,20.0,255,-23.088603019714355
3.900149345397949,44.25393342971802,20.0,255,-24.253933429718018
3.9557619094848633,44.090378284454346,20.0,255,-24.090378284454346
4.011294603347778,44.51562166213989,20.0,255,-24.515621662139893
4.066854953765869,44.4624662399292,20.0,255,-24.4624662399292
4.122346639633179,43.48113536834717,20.0,255,-23.481135368347168
4.177934885025024,44.69144344329834,20.0,255,-24.69144344329834
4.233477354049683,43.0681586265564,20.0,255,-23.068158626556396
4.2890846729278564,44.68735456466675,20.0,255,-24.687354564666748
4.344559907913208,44.454288482666016,20.0,255,-24.454288482666016
4.400044202804565,43.113136291503906,20.0,255,-23.113136291503906
4.455568790435791,44.090378284454346,20.0,255,-24.090378284454346
4.511077404022217,43.05998086929321,20.0,255,-23.059980869293213
4.566509485244751,42.65109300613403,20.0,255,-22.651093006134033
4.622041463851929,44.30299997329712,20.0,255,-24.30299997329712
4.6776039600372314,44.29891109466553,20.0,255,-24.298911094665527
4.733067989349365,42.89642572402954,20.0,255,-22.89642572402954
4.788487911224365,43.23580265045166,20.0,255,-23.23580265045166
4.843883752822876,42.16451644897461,20.0,255,-22.16451644897461
