time_s,height_cm,setpoint_cm,duty,error_cm
0.005395412445068359,46.73179388046265,20.0,0,-26.731793880462646
0.06101703643798828,46.32699489593506,20.0,255,-26.32699489593506
0.11659431457519531,46.73997163772583,20.0,255,-26.73997163772583
0.17221331596374512,46.318817138671875,20.0,255,-26.318817138671875
0.22795939445495605,46.73588275909424,20.0,255,-26.73588275909424
0.2835540771484375,46.752238273620605,20.0,255,-26.752238273620605
0.33936429023742676,46.37197256088257,20.0,255,-26.37197256088257
0.3951683044433594,47.12841510772705,20.0,255,-27.12841510772705
0.4508495330810547,46.73179388046265,20.0,255,-26.731793880462646
0.5064675807952881,46.74406051635742,20.0,255,-26.744060516357422
0.5621325969696045,46.33517265319824,20.0,255,-26.335172653198242
0.6176741123199463,46.31472826004028,20.0,255,-26.314728260040283
0.6732842922210693,46.363794803619385,20.0,255,-26.363794803619385
0.7290115356445312,47.12841510772705,20.0,255,-27.12841510772705
0.7846996784210205,47.14477062225342,20.0,255,-27.144770622253418
0.8403759002685547,47.136592864990234,20.0,255,-27.136592864990234
0.8961117267608643,47.161126136779785,20.0,255,-27.161126136779785
0.9519031047821045,46.13072872161865,20.0,0,-26.130728721618652
1.0075743198394775,47.545480728149414,20.0,255,-27.545480728149414
1.0632691383361816,47.15703725814819,20.0,255,-27.157037258148193
1.118917465209961,47.161126136779785,20.0,255,-27.161126136779785
1.1745166778564453,46.16343975067139,20.0,0,-26.163439750671387
1.2301936149597168,47.1529483795166,20.0,255,-27.1529483795166
1.2858636379241943,46.73997163772583,20.0,255,-26.73997163772583
1.3415567874908447,47.549569606781006,20.0,255,-27.549569606781006
1.3972818851470947,46.748149394989014,20.0,0,-26.748149394989014
1.4532356262207031,48.97658824920654,20.0,255,-28.976588249206543
1.5089385509490967,46.73588275909424,20.0,0,-26.73588275909424
1.5645661354064941,46.73588275909424,20.0,255,-26.73588275909424
1.6202037334442139,46.363794803619385,20.0,255,-26.363794803619385
1.675948143005371,48.346900939941406,20.0,255,-28.346900939941406
1.7316970825195312,47.13250398635864,20.0,0,-27.132503986358643
1.7872881889343262,46.73997163772583,20.0,255,-26.73997163772583
1.843017339706421,49.17694330215454,20.0,255,-29.17694330215454
1.8986177444458008,46.74406051635742,20.0,0,-26.744060516357422
1.9542362689971924,47.14477062225342,20.0,255,-27.144770622253418
2.009807586669922,46.34743928909302,20.0,0,-26.347439289093018
2.065565347671509,47.14477062225342,20.0,255,-27.144770622253418
2.121406316757202,47.1529483795166,20.0,255,-27.1529483795166
2.177044153213501,46.772682666778564,20.0,255,-26.772682666778564
2.2326533794403076,47.13250398635864,20.0,255,-27.132503986358643
2.2882137298583984,46.76450490951538,20.0,255,-26.76450490951538
2.343811511993408,47.1529483795166,20.0,255,-27.1529483795166
2.3993537425994873,46.727705001831055,20.0,255,-26.727705001831055
2.4549472332000732,47.570013999938965,20.0,255,-27.570013999938965
2.510545492172241,47.74174690246582,20.0,255,-27.74174690246582
2.5661425590515137,47.92983531951904,20.0,255,-27.929835319519043
2.6216278076171875,46.138906478881836,20.0,0,-26.138906478881836
2.67718768119812,46.94441556930542,20.0,255,-26.94441556930542
2.732804536819458,47.958457469940186,20.0,255,-27.958457469940186
2.788409948348999,47.56183624267578,20.0,255,-27.56183624267578
2.843916177749634,46.134817600250244,20.0,0,-26.134817600250244
2.899536609649658,47.97481298446655,20.0,255,-27.974812984466553
2.9551289081573486,47.161126136779785,20.0,0,-27.161126136779785
3.0106799602508545,46.748149394989014,20.0,255,-26.748149394989014
3.066202402114868,46.339261531829834,20.0,255,-26.339261531829834
3.1217517852783203,47.1529483795166,20.0,255,-27.1529483795166
3.1772947311401367,46.748149394989014,20.0,255,-26.748149394989014
3.232908010482788,47.13250398635864,20.0,255,-27.132503986358643
3.2884128093719482,46.12663984298706,20.0,0,-26.12663984298706
3.343977689743042,47.1529483795166,20.0,255,-27.1529483795166
3.3997042179107666,47.5536584854126,20.0,255,-27.553658485412598
3.4553701877593994,47.545480728149414,20.0,255,-27.545480728149414
3.5110037326812744,47.549569606781006,20.0,255,-27.549569606781006
3.566992998123169,47.14885950088501,20.0,255,-27.14885950088501
3.622814416885376,46.96077108383179,20.0,255,-26.960771083831787
3.678406238555908,46.956682205200195,20.0,255,-26.956682205200195
3.7340610027313232,46.9525933265686,20.0,255,-26.952593326568604
3.7896790504455566,45.93855142593384,20.0,0,-25.938551425933838
3.84537410736084,48.15472364425659,20.0,255,-28.154723644256592
3.9009814262390137,46.3556170463562,20.0,0,-26.3556170463562
3.956535816192627,46.339261531829834,20.0,255,-26.339261531829834
4.0122411251068115,47.33285903930664,20.0,255,-27.33285903930664
4.0684449672698975,48.796677589416504,20.0,255,-28.796677589416504
4.1247477531433105,47.754013538360596,20.0,0,-27.754013538360596
4.180405855178833,46.5559720993042,20.0,0,-26.5559720993042
4.236048936843872,47.140681743621826,20.0,255,-27.140681743621826
4.291775703430176,47.14885950088501,20.0,255,-27.14885950088501
4.347431421279907,46.7563271522522,20.0,255,-26.756327152252197
4.403081178665161,46.73997163772583,20.0,255,-26.73997163772583
4.458736181259155,47.12841510772705,20.0,255,-27.12841510772705
4.514654636383057,46.34743928909302,20.0,0,-26.347439289093018
4.570749998092651,47.53321409225464,20.0,255,-27.53321409225464
4.626392364501953,46.74406051635742,20.0,0,-26.744060516357422
4.682407379150391,47.56183624267578,20.0,255,-27.56183624267578
4.738457918167114,46.748149394989014,20.0,0,-26.748149394989014
4.7940919399261475,46.74406051635742,20.0,255,-26.744060516357422
4.849656105041504,46.73588275909424,20.0,255,-26.73588275909424
4.905249118804932,46.31472826004028,20.0,255,-26.314728260040283
4.961278438568115,46.76041603088379,20.0,255,-26.76041603088379
5.017385482788086,47.136592864990234,20.0,255,-27.136592864990234
5.073024034500122,46.748149394989014,20.0,255,-26.748149394989014
5.128674268722534,47.16521501541138,20.0,255,-27.165215015411377
5.184327840805054,47.136592864990234,20.0,255,-27.136592864990234
5.240046977996826,47.958457469940186,20.0,255,-27.958457469940186
5.295670986175537,46.138906478881836,20.0,0,-26.138906478881836
5.351332902908325,47.34921455383301,20.0,255,-27.349214553833008
5.40687370300293,46.58459424972534,20.0,0,-26.584594249725342
5.462497234344482,45.19846439361572,20.0,0,-25.198464393615723
5.518471956253052,45.296597480773926,20.0,255,-25.296597480773926
5.574134111404419,46.727705001831055,20.0,255,-26.727705001831055
5.629811525344849,47.14885950088501,20.0,255,-27.14885950088501
5.6857216358184814,46.343350410461426,20.0,0,-26.343350410461426
5.741838455200195,47.14477062225342,20.0,255,-27.144770622253418
5.797509431838989,47.140681743621826,20.0,255,-27.140681743621826
5.853078126907349,46.76041603088379,20.0,255,-26.76041603088379
5.908743858337402,47.13250398635864,20.0,255,-27.132503986358643
5.964439392089844,47.14477062225342,20.0,255,-27.144770622253418
6.0200514793396,46.936237812042236,20.0,255,-26.936237812042236
6.075761556625366,47.1529483795166,20.0,255,-27.1529483795166
6.131465911865234,47.55774736404419,20.0,255,-27.55774736404419
6.1871538162231445,47.36148118972778,20.0,255,-27.361481189727783
6.242831230163574,47.32877016067505,20.0,255,-27.32877016067505
6.298393249511719,46.9525933265686,20.0,255,-26.952593326568604
6.353976011276245,46.34743928909302,20.0,255,-26.347439289093018
6.410307168960571,46.76450490951538,20.0,255,-26.76450490951538
6.466156005859375,46.56006097793579,20.0,255,-26.56006097793579
6.521769046783447,45.73410749435425,20.0,0,-25.734107494354248
6.577738046646118,46.94032669067383,20.0,255,-26.940326690673828
6.6337714195251465,46.14299535751343,20.0,0,-26.142995357513428
6.689410448074341,46.53143882751465,20.0,255,-26.53143882751465
6.744994640350342,47.12841510772705,20.0,255,-27.12841510772705
6.8006062507629395,46.53961658477783,20.0,255,-26.539616584777832
6.856475830078125,45.73410749435425,20.0,0,-25.734107494354248
6.912320137023926,47.112059593200684,20.0,255,-27.112059593200684
6.9679646492004395,46.7563271522522,20.0,255,-26.756327152252197
7.023529529571533,45.930373668670654,20.0,0,-25.930373668670654
7.079145193099976,46.33108377456665,20.0,255,-26.33108377456665
7.134731292724609,46.96894884109497,20.0,255,-26.96894884109497
7.190361738204956,46.5559720993042,20.0,255,-26.5559720993042
7.246351718902588,46.55188322067261,20.0,255,-26.551883220672607
7.302428483963013,46.94850444793701,20.0,255,-26.94850444793701
7.358082056045532,46.53552770614624,20.0,255,-26.53552770614624
7.414153814315796,47.754013538360596,20.0,255,-27.754013538360596
7.469870567321777,46.343350410461426,20.0,0,-26.343350410461426
7.525459289550781,45.954906940460205,20.0,255,-25.954906940460205
7.581459283828735,47.39828109741211,20.0,255,-27.39828109741211
7.637552499771118,47.3533034324646,20.0,255,-27.3533034324646
7.6931679248809814,46.3556170463562,20.0,0,-26.3556170463562
7.748860836029053,47.729480266571045,20.0,255,-27.729480266571045
7.80452561378479,46.748149394989014,20.0,0,-26.748149394989014
7.860078811645508,46.55188322067261,20.0,255,-26.551883220672607
7.915723085403442,46.547794342041016,20.0,255,-26.547794342041016
7.971424341201782,46.94441556930542,20.0,255,-26.94441556930542
8.027037382125854,46.14299535751343,20.0,0,-26.142995357513428
8.082736492156982,47.954368591308594,20.0,255,-27.954368591308594
8.138277530670166,46.32290601730347,20.0,0,-26.322906017303467
8.1939218044281,47.136592864990234,20.0,255,-27.136592864990234
8.249541997909546,46.32699489593506,20.0,0,-26.32699489593506
8.305197954177856,47.14477062225342,20.0,255,-27.144770622253418
8.360867977142334,47.12023735046387,20.0,255,-27.120237350463867
8.416508197784424,46.32699489593506,20.0,0,-26.32699489593506
8.472204208374023,47.1529483795166,20.0,255,-27.1529483795166
8.527854442596436,47.13250398635864,20.0,255,-27.132503986358643
8.583425283432007,46.76041603088379,20.0,255,-26.76041603088379
8.639093399047852,47.15703725814819,20.0,255,-27.157037258148193
8.69527292251587,46.727705001831055,20.0,255,-26.727705001831055
8.750936269760132,47.1529483795166,20.0,255,-27.1529483795166
8.806540489196777,46.7563271522522,20.0,255,-26.756327152252197
8.862099885940552,47.55774736404419,20.0,255,-27.55774736404419
8.917701959609985,46.96077108383179,20.0,255,-26.960771083831787
8.973369359970093,47.94210195541382,20.0,255,-27.94210195541382
9.028902530670166,46.13072872161865,20.0,0,-26.130728721618652
9.084529161453247,47.34921455383301,20.0,255,-27.349214553833008
9.140427589416504,46.56414985656738,20.0,0,-26.564149856567383
9.196106433868408,46.96485996246338,20.0,255,-26.96485996246338
9.251785278320312,46.76041603088379,20.0,255,-26.76041603088379
9.307414293289185,48.57587814331055,20.0,255,-28.575878143310547
9.363117694854736,48.15472364425659,20.0,255,-28.154723644256592
9.418752193450928,46.57641649246216,20.0,0,-26.576416492462158
9.474323749542236,46.74406051635742,20.0,255,-26.744060516357422
9.529972791671753,47.1529483795166,20.0,255,-27.1529483795166
9.585622787475586,47.1529483795166,20.0,255,-27.1529483795166
9.64122462272644,46.94441556930542,20.0,255,-26.94441556930542
9.696810722351074,47.16521501541138,20.0,255,-27.165215015411377
9.752476215362549,47.56183624267578,20.0,255,-27.56183624267578
9.808266401290894,49.164676666259766,20.0,255,-29.164676666259766
9.863861560821533,46.9525933265686,20.0,0,-26.952593326568604
9.919498443603516,46.94850444793701,20.0,255,-26.94850444793701
9.975167751312256,46.547794342041016,20.0,255,-26.547794342041016
10.030731916427612,46.543705463409424,20.0,255,-26.543705463409424
10.086368799209595,46.94850444793701,20.0,255,-26.94850444793701
10.141940593719482,46.936237812042236,20.0,255,-26.936237812042236
10.197633743286133,47.958457469940186,20.0,255,-27.958457469940186
10.253308534622192,46.956682205200195,20.0,0,-26.956682205200195
10.309013605117798,47.774457931518555,20.0,255,-27.774457931518555
10.364631652832031,46.543705463409424,20.0,0,-26.543705463409424
10.42059588432312,46.9525933265686,20.0,255,-26.952593326568604
10.476274251937866,46.58050537109375,20.0,255,-26.58050537109375
10.531912803649902,46.5559720993042,20.0,255,-26.5559720993042
10.587875366210938,46.5559720993042,20.0,255,-26.5559720993042
10.643638372421265,47.53321409225464,20.0,255,-27.53321409225464
10.699326276779175,46.94441556930542,20.0,255,-26.94441556930542
10.755266189575195,46.5069055557251,20.0,255,-26.506905555725098
10.811472415924072,49.38138723373413,20.0,255,-29.38138723373413
10.86716079711914,46.547794342041016,20.0,0,-26.547794342041016
10.92284083366394,47.341036796569824,20.0,255,-27.341036796569824
10.978453397750854,46.388328075408936,20.0,0,-26.388328075408936
11.03441858291626,46.9525933265686,20.0,255,-26.952593326568604
11.090128183364868,47.55774736404419,20.0,255,-27.55774736404419
11.145784378051758,46.9525933265686,20.0,255,-26.952593326568604
11.201714277267456,46.14299535751343,20.0,0,-26.142995357513428
11.257423639297485,47.954368591308594,20.0,255,-27.954368591308594
11.313068866729736,47.14885950088501,20.0,0,-27.14885950088501
